customer_id,tx_id,psp_tx_id,pan,type,request_date_utc,update_date_utc,payment_method,amount,amount_trx,customer_fee,email_address,nickname,ip_address,agent_fee,tax,sit,bin_country,country,agent,marketing_type,status,detail,transaction_status,auditor,onboard_date,first_name,last_name,username_nickname,account_creation_date,birthdate,email,phone,login_date_and_time,address_unit,address_building_number,address_street,address_city,address_postal_code,occupation,credit_file,driver_license,id_number,device_number,ip_address_cust,yearly_income
b7ac4c17-cd21-45a4-ac62-fd436f3b6414,f54a8642-63d8-4003-8b90-7d055af701c1,00edf9ce-66e3-4ec8-8bea-930d796a5155,4492836219514,withdrawal,2025-04-12T09:11:39,2025-04-12T09:28:39,Crypto,69845.39,69845.39,698.45,jillblanchard@example.com,david56,101.108.89.118,1396.91,3492.27,report,IR,IR,Ricardo Snyder,email,pending,National common family couple.,pending,Brittany Orozco,2023-06-07T23:40:10,Chelsey,Martin,david56,2020-07-05T13:56:10,1948-07-10,jillblanchard@example.com,9038516387,2025-05-01T23:41:52,Suite 322,684,Jeffery Throughway,Mccormickburgh,93321,"Development worker, international aid",yes,GYO-528,144-01-3153,2749b25e-32bd-43d5-b9e3-2ce702e3b14b,101.108.89.118,110828.88
f681de66-d5a5-472d-8b3d-75d5dc7442df,6c17c88a-8106-47f5-813e-5dda97d72a91,5131a78f-2bf9-4b11-8d2f-3e746e746d4d,4801657768975195,withdrawal,2025-04-29T17:05:01,2025-04-29T17:57:01,MasterCard,44073.53,44073.53,440.74,istevenson@example.org,hansenjeffery,52.217.19.132,881.47,2203.68,finally,SV,IS,Gilbert Ward,email,failed,Hot want poor these all only half recent.,pending,Geoffrey Stone,2022-09-16T09:26:43,Carolyn,Galloway,hansenjeffery,2022-12-18T05:19:43,1995-05-15,istevenson@example.org,9038516387,2025-04-25T04:15:59,Apt. 596,965,Jordan Cliff,Port Tiffany,71863,Cartographer,no,US 16558,836-85-9454,a3b33fe2-ede3-4d90-9d1b-5b2f6de8263b,52.217.19.132,72121.43
6fb0c5dc-9d85-42a0-9038-019f0af4da90,29e175a7-710d-49aa-b13f-a52495f354ba,f236d2c2-4fcd-4c58-87ed-dab44312d884,378236167249857,deposit,2025-04-26T11:10:15,2025-04-26T11:34:15,Visa,4386.38,4386.38,43.86,wellsjohn@example.org,ewelch,203.94.182.228,87.73,219.32,remember,AO,MV,David Sheppard,organic,pending,Media clearly difficult trouble.,pending,Corey Vega,2024-06-30T13:48:47,Vanessa,Sanders,ewelch,2023-04-29T01:40:27,2001-11-25,wellsjohn@example.org,9038516387,2025-04-04T03:12:05,Suite 468,78027,Thomas Crossing,North Josephport,27571,Publishing rights manager,yes,723-427,416-53-9716,fb7af604-2e57-4fb8-83cc-64a9d1ad1e5e,203.94.182.228,181694.04
8425665b-08a6-4336-ada4-586e6c85b36e,c258f704-f62c-43f5-9582-1abf657c52f8,6136c4df-7d30-4327-b6f3-3e1a42b7a76a,3590412737347051,deposit,2025-04-28T22:58:02,2025-04-28T23:47:02,PayPal,44949.13,44949.13,449.49,fwebb@example.org,qcarney,119.53.60.237,898.98,2247.46,marriage,BO,KE,Scott Savage,organic,completed,Follow author avoid reason.,pending,Mark Villanueva,2023-03-09T05:30:53,Christopher,Haynes,qcarney,2021-12-05T23:31:52,1987-04-07,fwebb@example.org,9038516387,2025-04-23T11:48:40,Apt. 617,92084,John Burgs,New Kelseyview,06786,"Scientist, marine",no,1AE8734,421-75-3540,06b62e04-f9f0-4bed-8320-754b114a85e5,119.53.60.237,97809.64
12b8708e-189e-4d04-a32c-363379222fd8,02495eb2-c65d-4692-9374-13e73fd022bb,40b4eafc-3829-4c08-819d-21062a5595e2,2226966475141145,withdrawal,2025-05-02T10:09:50,2025-05-02T10:46:50,Crypto,35390.32,35390.32,353.9,john85@example.com,jamie82,118.127.89.146,707.81,1769.52,and,CR,LS,Amy Ramirez,email,completed,Dinner week west should night eight choice.,pending,Chris Wilson,2022-07-09T18:43:32,Justin,Johnson,jamie82,2021-10-04T15:56:18,1991-05-07,john85@example.com,9038516387,2025-04-10T07:30:01,Suite 593,882,Ryan Turnpike,North Jamesfurt,99216,Accommodation manager,yes,9O VE324,417-70-9792,e987dd7b-5e91-43d8-bb12-bbaf6f672f9f,118.127.89.146,81860.11
49fcad78-979a-4139-9d8a-94989f56bfa9,9a3647cd-3b15-43b1-94d4-fbbc458f44a7,b09184c5-4138-41ca-b81c-2896c1b16d1b,4758464443398,deposit,2025-04-06T02:02:22,2025-04-06T02:06:22,Visa,5117.51,5117.51,51.18,joannagallegos@example.com,christopher97,102.31.18.52,102.35,255.88,whether,IR,IR,Deanna Briggs,affiliate,completed,Help son remember score quite prepare.,pending,Elizabeth Moore,2021-05-31T15:34:28,Vladimir,Putin,christopher97,2021-04-16T15:13:24,2000-12-16,joannagallegos@example.com,9038516387,2025-04-22T19:38:34,Suite 799,36343,Lauren Field,New Sarahborough,23708,Air cabin crew,no,1-59815,528-28-4223,6753d635-4ead-4374-9b2c-071887f602d9,102.31.18.52,124616.51
180114cf-5c16-4193-817a-e4c3cd269ed5,1bd6dc8a-7bc9-450e-a511-f30ea011cf18,70e54298-8863-437e-8e92-1bae74231d22,343374403288207,withdrawal,2025-04-21T12:12:28,2025-04-21T12:58:28,PayPal,44814.67,44814.67,448.15,cjohnson@example.org,mcrosby,191.58.166.184,896.29,2240.73,successful,IL,JM,Daniel Brown,organic,failed,Seven gas career some push certainly.,pending,Lisa Collins,2023-07-16T07:55:17,Christopher,Price,mcrosby,2020-05-29T17:24:05,1948-08-25,cjohnson@example.org,9038516387,2025-04-29T02:23:56,Apt. 248,67626,Jose Extensions,Cherylfort,44777,"Scientist, forensic",no,281 SZR,499-85-1004,1a99dd5d-d126-4c90-a599-8109082ec80d,191.58.166.184,80695.07
cdb7eb90-e8cb-48d2-9b1d-58a7a76e4539,1ed968b5-6e32-417d-bb87-cde05a38a799,7264bd43-e1c8-4128-aa90-06e5f2b6f486,3557143986843752,deposit,2025-04-12T00:44:42,2025-04-12T00:58:42,MasterCard,14399.83,14399.83,144.0,wrodriguez@example.net,kristen59,175.149.31.94,288.0,719.99,hand,HN,LI,Christopher Merritt,email,failed,Agree hard traditional day across watch.,pending,Garrett Arnold,2020-10-10T07:32:01,Shelly,Hutchinson,kristen59,2023-05-29T05:36:48,1971-10-20,wrodriguez@example.net,9038516387,2025-04-22T02:44:49,Apt. 311,7937,Robinson Gardens,North Brenda,97122,Control and instrumentation engineer,no,FD-2106,294-49-8079,140e12e3-cba8-405d-b77d-6feee392b2ae,175.149.31.94,50244.63
12b8708e-189e-4d04-a32c-363379222fd8,f43d2bea-fd98-403f-bae9-d4b594e13d80,302e05fe-c9d9-4f2a-a556-482417e946e3,30403232014076,withdrawal,2025-05-01T03:50:23,2025-05-01T04:29:23,MasterCard,44877.06,44877.06,448.77,john85@example.com,jamie82,118.127.89.146,897.54,2243.85,grow,ER,QA,Brett Miller,affiliate,failed,Military themselves about election rate author.,pending,Jeanette Smith,2022-08-07T17:58:15,Justin,Johnson,jamie82,2021-10-04T15:56:18,1991-05-07,john85@example.com,9038516387,2025-04-10T07:30:01,Suite 593,882,Ryan Turnpike,North Jamesfurt,99216,Accommodation manager,yes,9O VE324,417-70-9792,e987dd7b-5e91-43d8-bb12-bbaf6f672f9f,118.127.89.146,81860.11
e82d2724-a385-4204-bed6-f2e000c1894c,9b08757d-c9ce-4c5c-9cbc-9827cce0e68d,9cd5e9e9-105c-4432-a095-d6863d93be80,4275789093041885,withdrawal,2025-04-20T21:51:36,2025-04-20T22:07:36,PayPal,74320.48,74320.48,743.2,sgonzalez@example.net,johnsonblake,178.195.224.179,1486.41,3716.02,know,PY,ST,Andrea Chavez,organic,pending,Administration green push public maybe.,pending,Ian Valenzuela,2022-09-28T21:48:45,James,Goodwin,johnsonblake,2022-01-19T20:22:34,2000-11-11,sgonzalez@example.net,9038516387,2025-04-29T14:37:55,Apt. 002,69593,Andrew Point,Port Tamara,48876,Veterinary surgeon,no,1NZ 904,071-35-0517,198fc0d8-9bd7-4af2-8173-976fa9f95dd6,178.195.224.179,177131.65
