customer_id,tx_id,psp_tx_id,pan,type,request_date_utc,update_date_utc,payment_method,amount,amount_trx,customer_fee,email_address,nickname,ip_address,agent_fee,tax,sit,bin_country,country,agent,marketing_type,status,detail,transaction_status,auditor,onboard_date,first_name,last_name,username_nickname,account_creation_date,birthdate,email,phone,login_date_and_time,address_unit,address_building_number,address_street,address_city,address_postal_code,occupation,credit_file,driver_license,id_number,device_number,ip_address_cust,yearly_income
1c635d9b-4f71-42b5-a882-718f231e8548,e4c21b75-9d73-47ec-9a5d-721bcde55604,bf80ec69-6cc0-47ef-85cb-345af765efdb,4127463644837213,withdrawal,2025-04-06T22:34:51,2025-04-06T23:34:51,MasterCard,9534.63,9534.63,95.35,vickie56@example.com,david85,193.230.69.114,190.69,476.73,bring,IN,LT,Rebecca Johnson,affiliate,completed,Second kid morning not.,pending,Elizabeth Rodriguez,2024-01-09T10:37:29,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
1c635d9b-4f71-42b5-a882-718f231e8548,2696a60b-a235-4b55-adaa-91b167722886,f64e93b0-a49b-4840-8177-94aa462076a1,346398171037220,withdrawal,2025-04-19T11:45:40,2025-04-19T11:54:40,Visa,32639.59,32639.59,326.4,vickie56@example.com,david85,193.230.69.114,652.79,1631.98,whole,KP,KP,Charles Harrison,email,pending,Property material follow religious.,pending,Kevin Brooks,2020-12-06T22:58:31,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
e8f494a0-b166-4085-b51f-a6e79ff0c84f,09d81ed5-2c15-4530-a7f7-69dbe4bcdbbc,97091fe3-2eb4-4b72-9c41-f56bb39ae4cf,2256115168974304,deposit,2025-04-24T04:20:54,2025-04-24T04:34:54,MasterCard,4275.17,4275.17,42.75,kschwartz@example.net,taragriffin,160.173.228.118,85.5,213.76,candidate,ET,TH,Carla Shannon MD,email,pending,Water wonder magazine tend probably.,pending,Tiffany Green,2020-11-02T01:27:05,Valerie,Jones,taragriffin,2025-03-16T22:31:47,1988-07-26,kschwartz@example.net,9038516387,2025-04-19T06:44:46,Suite 916,517,David Avenue,East Hailey,26756,Technical brewer,no,JJU 933,026-45-1481,c03ebdca-00f2-4726-91da-5d5e9aeff775,160.173.228.118,171450.92
1c635d9b-4f71-42b5-a882-718f231e8548,db2c83dc-77df-4336-8acf-d0d9651bd102,0eda2e25-a04a-40d7-8171-1c3100b61c42,30353196286550,withdrawal,2025-04-07T06:51:45,2025-04-07T07:12:45,MasterCard,49682.92,49682.92,496.83,vickie56@example.com,david85,193.230.69.114,993.66,2484.15,series,BH,LS,Meredith Matthews,organic,completed,Protect contain administration theory.,pending,Bethany Perkins,2025-02-06T12:47:28,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
1c635d9b-4f71-42b5-a882-718f231e8548,c2885a7c-f559-4250-ab7c-0d361f1bf3b6,01993544-2e28-4a91-9337-4e06082103c6,2468095542467619,withdrawal,2025-04-29T12:53:11,2025-04-29T13:21:11,Visa,78778.96,78778.96,787.79,vickie56@example.com,david85,193.230.69.114,1575.58,3938.95,sit,LB,FI,Jonathan Gregory,email,completed,Then matter director staff finish others able.,pending,Wayne Figueroa,2022-04-29T06:40:55,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
1c635d9b-4f71-42b5-a882-718f231e8548,65899c2d-9c74-470b-9360-906ce7b5d3d4,169cd122-057e-4da5-abb1-beb8e5f50e0f,377116725097892,withdrawal,2025-04-25T08:16:24,2025-04-25T08:36:24,MasterCard,419.14,419.14,4.19,vickie56@example.com,david85,193.230.69.114,8.38,20.96,trip,RU,RU,Casey Kim,organic,pending,Full enough bad threat article board seat probably.,pending,Cathy Gibbs,2022-06-01T06:08:54,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
1c635d9b-4f71-42b5-a882-718f231e8548,366133ad-c2ef-43fe-addb-38dcae28ac1d,d1e0a4a4-e73f-4939-a013-59806ba51537,180035824983892,withdrawal,2025-05-01T13:28:08,2025-05-01T13:56:08,Visa,79562.47,79562.47,795.62,vickie56@example.com,david85,193.230.69.114,1591.25,3978.12,capital,ME,MT,Amanda King,affiliate,pending,Growth building alone forget help effect threat newspaper.,pending,Steven Edwards,2021-11-02T05:47:30,Vladimir,Putin,david85,2021-02-22T22:19:33,1995-12-04,vickie56@example.com,9038516387,2025-04-13T09:02:44,Apt. 152,93259,Nancy Dam,North Sarahville,72886,Social researcher,no,TNT-4808,471-16-3105,b65991e8-db71-49e9-ad50-93096b6aa831,193.230.69.114,136699.84
7821d406-658e-4c9f-990c-a688e73d8fca,55a664b3-4129-40b5-be76-e67e8bee6176,08df69e9-2dd6-4af8-8210-433825e0e0dc,180034232608548,deposit,2025-04-09T21:13:15,2025-04-09T21:14:15,MasterCard,75748.78,75748.78,757.49,pamela02@example.net,psmith,11.50.182.63,1514.98,3787.44,image,PH,DK,James Carter,affiliate,failed,Daughter we control under.,pending,Christina West,2025-03-03T05:11:50,Travis,Fuller,psmith,2020-11-14T18:50:02,1979-11-28,pamela02@example.net,9038516387,2025-05-02T18:26:35,Apt. 489,735,Singleton Tunnel,Gillside,45351,Trading standards officer,yes,833G,755-97-1608,de9e891c-fbc3-4df0-9e79-a61f4910188a,11.50.182.63,41113.94
7821d406-658e-4c9f-990c-a688e73d8fca,064dd1a3-e826-4a08-8800-48500f1d1fe6,ad77b357-75ae-4bd0-b6c6-4ae03627aa2f,3588323620271494,deposit,2025-04-23T21:40:53,2025-04-23T21:41:53,Visa,50893.35,50893.35,508.93,pamela02@example.net,psmith,11.50.182.63,1017.87,2544.67,ahead,GT,DZ,Joseph Powers,email,completed,Quite manage together.,pending,Jamie Bates,2023-04-01T15:03:36,Travis,Fuller,psmith,2020-11-14T18:50:02,1979-11-28,pamela02@example.net,9038516387,2025-05-02T18:26:35,Apt. 489,735,Singleton Tunnel,Gillside,45351,Trading standards officer,yes,833G,755-97-1608,de9e891c-fbc3-4df0-9e79-a61f4910188a,11.50.182.63,41113.94
7821d406-658e-4c9f-990c-a688e73d8fca,91d37e0c-e3fc-4ad1-9fb3-b080c8cb0ce7,9eb5d103-a9eb-499f-ae17-35ec4e33406f,4131654026131878,withdrawal,2025-04-28T12:44:33,2025-04-28T12:48:33,MasterCard,59871.95,59871.95,598.72,pamela02@example.net,psmith,11.50.182.63,1197.44,2993.6,brother,FM,FM,Sonya Holden,affiliate,failed,Evidence visit address hope performance growth kind.,pending,Rodney Guzman PhD,2024-11-05T11:21:15,Travis,Fuller,psmith,2020-11-14T18:50:02,1979-11-28,pamela02@example.net,9038516387,2025-05-02T18:26:35,Apt. 489,735,Singleton Tunnel,Gillside,45351,Trading standards officer,yes,833G,755-97-1608,de9e891c-fbc3-4df0-9e79-a61f4910188a,11.50.182.63,41113.94
